,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
5713,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,67585,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,11990.0
884,Maruti Dzire VXI,2011,46687,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,2700.0
4686,Maruti Baleno Zeta 1.2,2016,21000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,6210.0
5129,Volkswagen Polo 1.2 MPI Trendline,2016,46399,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,4630.0
320,Maruti Ertiga Paseo VXI,2018,18000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,8250.0
4884,Hyundai Grand i10 Asta,2015,25000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,5500.0
1620,Maruti Celerio VXI AT,2014,49800,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,4000.0
4886,Hyundai Santro Xing XL AT eRLX Euro II,2007,76000,Petrol,Automatic,First,17.0 kmpl,1086 CC,null bhp,5.0,2400.0
4713,Ford Fiesta 1.5 TDCi Titanium,2014,122800,Diesel,Manual,First,25.01 kmpl,1498 CC,89.75 bhp,5.0,5650.0
801,Mahindra XUV500 W10 2WD,2017,43773,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,13540.0
2792,Hyundai i20 1.2 Magna,2012,38214,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5.0,4050.0
741,Maruti Ertiga VDI,2017,63939,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,7750.0
686,Honda City V MT,2014,55000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,7100.0
2621,Ford Fiesta 1.4 TDCi EXI,2006,89326,Diesel,Manual,Third,17.8 kmpl,1399 CC,68 bhp,5.0,1550.0
4383,Hyundai i10 Sportz,2016,19947,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,4500.0
4838,Honda Brio S MT,2015,36695,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,4290.0
4784,Ford Fiesta 1.4 ZXi TDCi ABS,2009,76000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5.0,2750.0
576,Audi A6 2011-2015 2.0 TDI Premium Plus,2012,202082,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,12300.0
2091,Renault Koleos 2.0 Diesel,2011,32531,Diesel,Automatic,Second,13.73 kmpl,1995 CC,148 bhp,5.0,8000.0
1962,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,70000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,12000.0
1816,Hyundai i20 1.2 Magna Executive,2019,27339,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,6270.0
505,Maruti Swift Vdi BSIII,2010,86000,Diesel,Manual,Second,17.8 kmpl,1248 CC,75 bhp,5.0,3600.0
2270,Mini Cooper Countryman D High,2015,34000,Diesel,Automatic,First,23.8 kmpl,1998 CC,112 bhp,5.0,22000.0
3064,Honda City i DTEC VX,2014,55000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,5990.0
253,Honda Jazz 1.2 VX i VTEC,2017,49575,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,7170.0
3480,Hyundai Grand i10 1.2 Kappa Sportz,2014,33496,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,5500.0
5168,Maruti Wagon R LXI,2007,71000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,1500.0
5761,Audi Q7 3.0 TDI Quattro Premium Plus,2015,55662,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,42830.0
1438,Hyundai i20 Asta 1.2,2015,42575,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,5050.0
2976,Hyundai i20 1.4 CRDi Magna,2010,94500,Diesel,Manual,Second,21.9 kmpl,1396 CC,90 bhp,5.0,3100.0
4608,BMW X5 3.0d,2009,150000,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,5.0,18750.0
3962,Honda City 1.5 S MT,2011,45501,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,3100.0
4948,Mercedes-Benz M-Class ML 250 CDI,2012,52000,Diesel,Automatic,First,15.26 kmpl,2143 CC,203.2 bhp,5.0,29950.0
2803,Skoda Laura 1.9 TDI AT Ambiente,2012,45000,Diesel,Automatic,First,17.0 kmpl,1896 CC,105 bhp,5.0,6990.0
5907,Renault Duster 110PS Diesel RxZ AMT,2017,34686,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,11860.0
2149,Audi Q5 2.0 TDI Premium Plus,2012,74500,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5.0,15000.0
3730,Audi A4 35 TDI Premium,2015,58970,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,23750.0
1989,Hyundai i20 1.4 CRDi Magna,2012,71360,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,3950.0
4738,Chevrolet Spark 1.0 LT,2008,43761,Petrol,Manual,First,18.0 kmpl,995 CC,62 bhp,5.0,1750.0
5262,Tata Tiago 1.2 Revotron XM Option,2016,5400,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,3980.0
4791,Mitsubishi Lancer GLXD,2003,125000,Diesel,Manual,Third,14.8 kmpl,1998 CC,68 bhp,5.0,3000.0
1094,Maruti Vitara Brezza VDi,2017,35000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,6500.0
2117,Maruti Baleno Delta Automatic,2018,21684,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,7890.0
2868,Maruti Swift Dzire VDI,2013,69000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,5750.0
5506,Maruti Wagon R Duo LX BSIII,2012,72389,LPG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5.0,3200.0
4300,Maruti Wagon R VXI AMT,2018,1997,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5.0,4450.0
644,BMW 3 Series 320d Highline,2014,69330,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5.0,23500.0
3723,Maruti Alto 800 2016-2019 LXI Optional,2015,63714,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,2450.0
3584,Jeep Compass 2.0 Longitude,2018,42203,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,19460.0
4204,BMW 7 Series 730Ld Sedan,2010,58000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5.0,31000.0
4803,Hyundai Verna 1.6 SX CRDi (O),2013,69573,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5.0,5850.0
3974,Maruti Swift VXI BSIV,2014,42000,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5.0,3600.0
4333,Honda Amaze SX i-VTEC,2016,37000,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,5250.0
5859,Toyota Fortuner 4x2 Manual,2016,73053,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,20000.0
2846,Skoda Superb Elegance 1.8 TSI AT,2011,73783,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5.0,5230.0
3775,Hyundai Xcent 1.2 Kappa S,2014,12500,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,4150.0
2685,Ford Figo Diesel LXI,2010,39000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,2500.0
3877,Maruti Swift Ldi BSIII,2008,76206,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,4250.0
1096,Mahindra XUV300 W8 Diesel,2012,97000,Diesel,Manual,First,20.0 kmpl,1497 CC,115 bhp,5.0,7250.0
1151,Jaguar XF 3.0 Litre S Premium Luxury,2011,65000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,16000.0
1991,Jeep Compass 2.0 Longitude,2018,28937,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,17020.0
1081,Hyundai i20 1.2 Sportz Option,2010,61000,Petrol,Manual,Fourth & Above,17.0 kmpl,1197 CC,80 bhp,5.0,3250.0
1299,Land Rover Discovery 4 TDV6 SE,2013,65000,Diesel,Automatic,Second,11.8 kmpl,2993 CC,180 bhp,7.0,34000.0
1326,Ford Ecosport 1.5 DV5 MT Titanium,2014,60000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,5750.0
561,Mahindra Renault Logan 1.5 DLE Diesel,2007,35000,Diesel,Manual,First,19.2 kmpl,1461 CC,65 bhp,5.0,2300.0
5550,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,38271,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,12530.0
2287,Maruti Alto K10 2010-2014 VXI,2013,90121,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,2200.0
4528,Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,87000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7.0,7400.0
3004,Maruti Ritz VDi,2012,64290,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,3650.0
487,Hyundai Verna 1.6 SX,2013,37873,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,4800.0
2758,Maruti Swift VDI Optional,2018,61386,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,7050.0
1774,Hyundai Xcent 1.2 Kappa AT S Option,2015,53000,Petrol,Automatic,Second,16.9 kmpl,1197 CC,81.86 bhp,5.0,4000.0
4072,Hyundai i20 Sportz 1.2,2016,6000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,5950.0
1831,Chevrolet Cruze LTZ,2013,64000,Diesel,Manual,Second,17.3 kmpl,1998 CC,163.7 bhp,5.0,6500.0
2958,Hyundai Grand i10 Asta Option,2014,30000,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,4900.0
1562,Audi Q7 35 TDI Quattro Technology,2015,21000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,48000.0
478,Skoda Octavia Ambition 1.4 TSI MT,2013,21000,Petrol,Manual,First,16.8 kmpl,1395 CC,138.02 bhp,5.0,8750.0
409,Audi Q3 35 TDI Quattro Premium,2017,37542,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,25710.0
2526,Hyundai i20 Sportz 1.2,2017,14001,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,5750.0
2787,BMW 7 Series 730Ld Sedan,2013,73525,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5.0,34540.0
5543,Maruti Swift Dzire VDI,2015,68310,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,5950.0
1126,Honda City i DTec VX,2018,45555,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,11730.0
4251,Audi Q5 3.0 TDI Quattro,2015,63000,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5.0,34500.0
1717,Mahindra Xylo D4,2015,169000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7.0,5000.0
4849,Honda City i DTEC V,2014,66500,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,5700.0
4403,Honda Amaze V Petrol,2018,6000,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,5.0,6700.0
1978,Maruti Ciaz VXi Plus,2015,35770,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,5950.0
5075,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,43627,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5.0,29000.0
4445,Toyota Fortuner 4x4 MT TRD Sportivo,2014,97000,Diesel,Manual,First,12.55 kmpl,2982 CC,169 bhp,7.0,17950.0
2368,Mahindra XUV500 W8 1.99 mHawk,2011,143354,Diesel,Manual,Second,16.0 kmpl,1997 CC,140 bhp,7.0,6000.0
4184,Hyundai i20 1.2 Magna,2010,45000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,1900.0
4429,Volvo XC60 D4 Summum,2012,86000,Diesel,Automatic,Second,14.7 kmpl,1985 CC,163 bhp,5.0,18250.0
3583,Hyundai Verna 1.6 SX VTVT,2011,58000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,4000.0
721,Maruti Wagon R LXI BS IV,2015,43828,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,3520.0
1310,Volkswagen Polo GT TDI,2011,57275,Diesel,Manual,First,19.7 kmpl,1598 CC,103.6 bhp,5.0,4500.0
2277,Toyota Fortuner 2.8 4WD MT,2010,140000,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,10750.0
5954,Toyota Fortuner 4x4 AT,2015,95000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,19600.0
4835,Nissan Sunny 2011-2014 Diesel XL,2012,117777,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,4750.0
3435,Toyota Innova 2.0 E,2006,150000,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8.0,4500.0
1254,Honda Brio S MT,2012,50000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,3650.0
1366,Chevrolet Optra Magnum 2.0 LT,2011,75372,Diesel,Manual,First,16.52 kmpl,1991 CC,123.7 bhp,5.0,3340.0
2415,Honda Amaze S i-Vtech,2014,66355,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,4120.0
2056,BMW 7 Series 730Ld Eminence,2015,29966,Diesel,Automatic,Second,16.77 kmpl,2993 CC,261.49 bhp,5.0,43600.0
1456,Maruti A-Star Vxi,2011,70000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,2000.0
4369,Honda Amaze S i-VTEC,2013,39879,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,3890.0
3517,Mercedes-Benz New C-Class 220 CDI AT,2013,80578,Diesel,Automatic,Second,14.84 kmpl,2143 CC,170 bhp,5.0,14500.0
4154,Maruti Swift Vdi BSIII,2012,62000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,4500.0
3821,Maruti Alto Std,2005,49000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,900.0
1903,Skoda Octavia Classic 1.9 TDI MT,2002,69000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5.0,1600.0
3865,Ford Ecosport 1.5 DV5 MT Titanium,2014,60000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,5500.0
4170,Fiat Grande Punto EVO 1.3 Active,2014,74500,Diesel,Manual,First,21.2 kmpl,1248 CC,75 bhp,5.0,3300.0
2258,BMW 5 Series 2003-2012 520d,2013,78000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,19500.0
4399,Maruti Swift Dzire AMT ZDI,2019,65000,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5.0,6750.0
4926,Hyundai Creta 1.6 SX Option Executive,2018,44383,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5.0,13250.0
4102,Volkswagen Polo Petrol Comfortline 1.2L,2012,52818,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,3820.0
2419,Honda Amaze S i-Vtech,2014,69876,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,3900.0
5265,Maruti Swift VDI,2015,62000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,6300.0
3279,Hyundai Santro Xing GLS,2012,43337,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,3320.0
5240,Honda City 1.5 V MT Exclusive,2013,50266,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,5530.0
5889,Maruti Ertiga ZDI,2015,59245,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,8500.0
5832,Maruti Baleno Alpha 1.3,2015,98000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,5500.0
3000,Honda City 1.5 E MT,2010,54801,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,2500.0
4299,Skoda Superb Elegance 2.0 TDI CR AT,2011,75000,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,9440.0
1619,Hyundai i10 Era 1.1,2011,54000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,2200.0
2369,Maruti Estilo LXI,2008,56000,Petrol,Manual,Second,19.5 kmpl,1061 CC,null bhp,,1500.0
1525,Ford EcoSport 1.5 Diesel Titanium Plus,2016,29200,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,7700.0
3519,Volkswagen Polo 1.2 MPI Comfortline,2014,30000,Petrol,Manual,Second,16.47 kmpl,1198 CC,74 bhp,5.0,5250.0
645,Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,2011,61000,Petrol,Automatic,First,12.3 kmpl,1796 CC,185 bhp,5.0,12500.0
5665,Hyundai Grand i10 Sportz,2015,53000,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,4000.0
3543,Mahindra XUV500 W10 AWD,2015,102626,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,12250.0
2596,Hyundai i10 Sportz 1.2,2011,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,3200.0
3468,Hyundai Grand i10 Magna,2014,48031,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,4980.0
1945,Honda City i VTEC CVT SV,2017,39430,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,8290.0
3106,Skoda Superb Elegance 1.8 TSI AT,2010,67000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,4700.0
5357,Mahindra Bolero ZLX,2016,65000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,7210.0
2975,Maruti Ritz VXI,2014,32500,Petrol,Manual,Second,21.1 kmpl,1197 CC,85.80 bhp,5.0,4050.0
1448,Hyundai Verna 1.6 VTVT S,2015,89000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,7500.0
483,Toyota Fortuner 4x4 MT,2017,47198,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,28420.0
5870,Renault KWID RXT,2017,32587,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,3710.0
271,BMW X3 xDrive30d M Sport,2017,51982,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5.0,45770.0
5006,Honda City 1.5 V AT,2014,60952,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,5910.0
217,Hyundai i10 Magna 1.1,2012,44000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,2900.0
2141,Tata Indigo CS eVX,2016,78000,Diesel,Manual,Second,25.0 kmpl,1396 CC,69.01 bhp,5.0,2350.0
4270,Skoda Octavia Elegance 2.0 TDI AT,2015,79000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,17000.0
5783,Maruti Swift Dzire VXi,2010,49900,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5.0,3300.0
4723,Ford Ecosport 1.5 DV5 MT Titanium Optional,2013,92250,Diesel,Manual,Second,22.7 kmpl,1498 CC,89.84 bhp,5.0,5750.0
2834,Maruti Swift VDI BSIV,2015,23000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,6500.0
5843,Maruti Esteem Vxi - BSIII,2005,81000,Petrol,Manual,Second,15.9 kmpl,1298 CC,85 bhp,5.0,750.0
4198,Toyota Innova 2.5 G3,2005,65175,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,3250.0
3546,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2011,108905,Diesel,Automatic,Second,11.79 kmpl,2179 CC,120 bhp,8.0,6210.0
2205,Volkswagen Polo 1.2 MPI Trendline,2014,54230,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,4500.0
298,Toyota Innova Crysta 2.4 ZX MT,2016,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,20250.0
5329,Honda City ZX GXi,2007,75000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5.0,1490.0
2747,Maruti Swift Dzire 1.2 Vxi BSIV,2012,83000,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5.0,3250.0
4094,Maruti Wagon R VXI BS IV,2015,25200,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,3350.0
5021,Skoda Rapid 1.5 TDI AT Elegance,2015,55000,Diesel,Automatic,Second,21.66 kmpl,1498 CC,103.52 bhp,5.0,5700.0
1489,Volkswagen Vento Petrol Highline,2013,57197,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,4000.0
1363,Hyundai Grand i10 1.2 Kappa Sportz AT,2018,20667,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7550.0
1396,Hyundai i10 Era 1.1 iTech SE,2010,52000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,2250.0
1229,Chevrolet Beat LT,2012,78000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,2000.0
5886,Ford EcoSport 1.5 Ti VCT AT Titanium,2015,23000,Petrol,Automatic,First,15.63 kmpl,1499 CC,110.4 bhp,5.0,6800.0
1101,Toyota Innova 2.5 V Diesel 7-seater,2011,248000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7.0,9200.0
3213,Maruti Swift VXI,2015,62088,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,4150.0
2071,Chevrolet Beat LT,2011,65000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,2500.0
5777,Hyundai i20 Asta Option 1.2,2015,36000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,4900.0
4532,Maruti Wagon R VXI AMT,2017,17000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5.0,3950.0
654,Maruti Alto K10 VXI,2011,64357,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,2750.0
2095,Mercedes-Benz SLC 43 AMG,2019,2526,Petrol,Automatic,First,19.0 kmpl,2996 CC,362.07 bhp,2.0,83960.0
5283,Volkswagen Polo 1.2 MPI Highline,2014,13710,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,4750.0
1458,Tata Nano LX,2013,4700,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4.0,1200.0
4159,Honda City i DTEC SV,2014,90000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,6750.0
4509,Honda City 1.5 S MT,2012,65055,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,4250.0
1780,Maruti Wagon R LXI CNG,2013,25755,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5.0,3150.0
507,Honda Mobilio S i VTEC,2015,25000,Petrol,Manual,Second,17.3 kmpl,1497 CC,117.3 bhp,7.0,4250.0
546,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,55000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7.0,9510.0
1516,Toyota Fortuner 4x4 MT,2018,39927,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,32100.0
4936,Audi A6 2011-2015 35 TDI Technology,2015,50000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,36000.0
1931,Hyundai i10 Magna,2012,58235,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,2450.0
5727,BMW X1 xDrive 20d xLine,2018,30733,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,29300.0
2284,Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,87000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,15500.0
5791,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2016,41082,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,38760.0
2618,Tata Indigo CS LX (TDI) BS III,2008,128813,Diesel,Manual,First,19.09 kmpl,1396 CC,69 bhp,5.0,1500.0
3187,Volkswagen Vento Diesel Highline,2013,150000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,5000.0
778,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,2015,76927,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,22750.0
5288,Mitsubishi Cedia Sports,2009,97000,Petrol,Manual,First,13.17 kmpl,1999 CC,114 bhp,5.0,3000.0
1370,Nissan Micra XL,2016,31001,Petrol,Manual,First,18.44 kmpl,1198 CC,75 bhp,5.0,3000.0
2817,Maruti Ciaz ZDi Plus SHVS,2016,83000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,7100.0
3083,Toyota Corolla Altis Diesel D4DG,2013,74290,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,5870.0
462,Hyundai Xcent 1.1 CRDi S Celebration Edition,2016,51000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,5250.0
1286,Volkswagen Polo Diesel Highline 1.2L,2013,74000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,4850.0
1556,Toyota Innova 2.5 GX 7 STR BSIV,2012,68000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,6950.0
533,Honda City 1.5 V AT,2010,69000,Petrol,Automatic,Second,16.8 kmpl,1497 CC,118 bhp,5.0,2850.0
5162,Nissan Sunny 2011-2014 Diesel XL,2012,150000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,3500.0
2921,Ford Figo Diesel Celebration Edition,2013,51000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.1 bhp,5.0,2500.0
5111,Tata Zest Quadrajet 1.3 75PS XE,2017,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,3750.0
1654,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2011,36000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5.0,10150.0
2715,Maruti Swift AMT DDiS VDI,2018,11000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,8000.0
4652,Volkswagen Vento 1.6 Comfortline,2012,60818,Petrol,Manual,First,16.09 kmpl,1598 CC,103.5 bhp,5.0,3590.0
5583,Volvo XC60 D4 SUMMUM,2014,93144,Diesel,Automatic,First,14.7 kmpl,1984 CC,181 bhp,5.0,17150.0
4470,Honda Amaze S Diesel,2013,46500,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5.0,3300.0
